Наименование,Регистрационный номер,Год_регистрации,Статус,Регион регистрации,Код ОКАТО,Наименование ОКАТО,Код ОКТМО,Организационно-правовая форма,Код ОКОПФ,"2019, Среднесписочная численность работников","2019, Дебиторская задолженность, RUB","2019, Денежные средства и денежные эквиваленты, RUB","2019, Капитал и резервы, RUB","2019, Заёмные средства (краткосрочные), RUB","2019, Кредиторская задолженность, RUB","2019, Пассивы всего, RUB","2019, Выручка, RUB","2019, Себестоимость продаж, RUB","2019, Валовая прибыль (убыток), RUB","2019, Коммерческие расходы, RUB","2019, Управленческие расходы, RUB","2019, Прибыль (убыток) от продажи, RUB","2019, Доходы от участия в других организациях, RUB","2019, Проценты к получению, RUB","2019, Проценты к уплате, RUB","2019, Прочие доходы, RUB","2019, Прочие расходы, RUB","2019, Прибыль (убыток) до налогообложения , RUB","2019, Текущий налог на прибыль, RUB","2019, Чистая прибыль (убыток), RUB","2019, Прибыль от приносящей доход деятельности, RUB","2019, Всего поступило средств, RUB","2019, Расходы на целевые мероприятия, RUB","2019, Расходы на содержание аппарата управления, RUB","2019, Приобретение основных средств, инвентаря и иного имущества, RUB","2019, Всего использовано средств, RUB","2019, Остаток средств на конец отчетного года, RUB"
"БЛАГИЕ ДЕЛА, ФОНД",1127799009469,2012,Действующая,Москва,45286596000,"Москва, Центральный, Якиманка",45384000000.0,Благотворительные фонды,70401,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"БЛАГО ДАРИ МИРУ, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1197700006360,2019,Действующая,Москва,45283582000,"Москва, Северо-Западный, Хорошево-Мневники",45371000000.0,Благотворительные фонды,70401,,,9000.0,9000.0,,,9000.0,,,,,,,,,,,2000.0,-2000.0,,-2000.0,,,,,,,
"БЛАГО ДЕТЯМ, БФ",1177700000983,2017,Действующая,Москва,45277574000,"Москва, Северный, Дмитровский",45339000000.0,Благотворительные фонды,70401,,,,10000.0,,,10000.0,,,,,,,,,,,,,,,,,,,,,
"БЛАГО, БФ",1027700129918,1997,Действующая,Москва,45286580000,"Москва, Центральный, Таганский",45381000000.0,Благотворительные фонды,70401,,,27515000.0,,,176000.0,27515000.0,,,,,,,,,,,,,,,,308921000.0,275261000.0,,,283013000.0,27339000.0
"БЛАГО-ДАР, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1097799006216,2009,Действующая,Москва,45286555000,"Москва, Центральный, Басманный",45375000000.0,Благотворительные фонды,70401,,1000.0,1000.0,,,,2000.0,,,,,,,,,,,,,,,,24000.0,,22000.0,,22000.0,2000.0
"БЛАГОВЕР, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД СОДЕЙСТВИЕ ОКАЗАНИЯ ПОМОЩИ НУЖДАЮЩИМСЯ",1097799014411,2009,Действующая,Москва,45280585000,"Москва, Северо-Восточный, Северный",45363000000.0,Благотворительные фонды,70401,,,,10000.0,,,10000.0,,,,,,,,,,,,,,,,,,,,,
"БЛАГОВЕСТ, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1167700059053,2016,Действующая,Москва,45293582000,"Москва, Юго-Западный, Северное Бутово",45906000000.0,Благотворительные фонды,70401,,2000.0,120000.0,-255000.0,,377000.0,123000.0,,,,,,,,,,,9000.0,-9000.0,,-9000.0,,3600000.0,,,,3860000.0,-272000.0
"БЛАГОВЕСТ, РОФПСППМ",1037739344169,1999,Действующая,Москва,45286590000,"Москва, Центральный, Хамовники",45383000000.0,Общественные фонды,70403,,200000.0,,,,200000.0,200000.0,,,,,,,,,,,,,,,,,,,,,
"БЛАГОДА, БФ",1167700058481,2016,Действующая,Москва,45277571000,"Москва, Северный, Головинский",45338000000.0,Благотворительные фонды,70401,,95000.0,11000.0,106000.0,,,106000.0,,,,,,,,,,,,,,,,,,,,,106000.0
"БЛАГОДАРЕНИЕ ДЕТЯМ, БФ",1197700005777,2019,Действующая,Москва,45296555000,"Москва, Южный, Бирюлево Западное",45912000000.0,Благотворительные фонды,70401,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"БЛАГОДАТЬ, БФ",1137799022580,2013,Действующая,Москва,45286552000,"Москва, Центральный, Арбат",45374000000.0,Благотворительные фонды,70401,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"БЛАГОДЕТЕЛИ, МОБФ",1147799008169,2014,Действующая,Москва,45277556000,"Москва, Северный, Беговой",45334000000.0,Благотворительные фонды,70401,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"БЛАГОЕ ДЕЛО В СТАРЫХ ЧЕРЕМУШКАХ, БФ",1107799031560,2010,Действующая,Москва,45293554000,"Москва, Юго-Западный, Академический",45397000000.0,Благотворительные фонды,70401,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"БЛАГОЕ ДЕЛО, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД СОДЕЙСТВИЯ РАЗВИТИЮ ЧЕЛОВЕКА И ОБЩЕСТВА",1057749021098,2005,Действующая,Москва,45286580000,"Москва, Центральный, Таганский",45381000000.0,Благотворительные фонды,70401,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"БЛАГОЕ ДЕЛО, БФ",1187700012224,2018,Действующая,Москва,45296569000,"Москва, Южный, Москворечье-Сабурово",45917000000.0,Благотворительные фонды,70401,,,,-33000.0,,33000.0,,,,,,,,,,,,,,,,,78000.0,337000.0,82000.0,,419000.0,-33000.0
"БЛАГОКРОВ, БФ",1147799006321,2014,Действующая,Москва,45286580000,"Москва, Центральный, Таганский",45381000000.0,Благотворительные фонды,70401,,7000.0,53000.0,,,116000.0,61000.0,,651000.0,,,,-651000.0,,,,,41000.0,-692000.0,,-692000.0,,693000.0,,680000.0,,700000.0,40000.0
"БЛАГОРУСЬ, БФ ПОМОЩИ ГРАЖДАНАМ",1117799005455,2011,Действующая,Москва,45283559000,"Москва, Северо-Западный, Митино",45367000000.0,Благотворительные фонды,70401,,,5000.0,5000.0,,,5000.0,,,,,,,,,,,,,,,,,,,,,
"БЛАГОСЛОВЕНИЕ, ФОНД",1097799007129,2009,Действующая,Москва,45293566000,"Москва, Юго-Западный, Коньково",45902000000.0,Общественные фонды,70403,,,,,,,,,,,,,,,,,,,,,,,,,,,,
БЛАГОТВОРИТЕЛЬНЫЙ ОБЩЕСТВЕННЫЙ РЕГИОНАЛЬНЫЙ ФОНД СОДЕЙСТВИЯ РАЗВИТИЯ СЛАВЯНСКОЙ КУЛЬТУРЫ,1037739666777,1996,Действующая,Москва,45296553000,"Москва, Южный, Бирюлево Восточное",45911000000.0,Благотворительные фонды,70401,,,,,,,,,,,,,,,,,,,,,,,,,,,,
БЛАГОТВОРИТЕЛЬНЫЙ ФОНД БМГ,1037739180456,2000,Действующая,Москва,45286575000,"Москва, Центральный, Пресненский",45380000000.0,Благотворительные фонды,70401,,,204000.0,204000.0,,,204000.0,,,,,,,,,,,,,,,,700000.0,240000.0,259000.0,,499000.0,204000.0
БЛАГОТВОРИТЕЛЬНЫЙ ФОНД В.В. ЖИРИНОВСКОГО,1157700019124,2015,Действующая,Москва,45286565000,"Москва, Центральный, Красносельский",45378000000.0,Благотворительные фонды,70401,,,19729000.0,19739000.0,,,19739000.0,,,,,,,,,,,,,,,,34106000.0,13934000.0,78000.0,,14417000.0,19739000.0
БЛАГОТВОРИТЕЛЬНЫЙ ФОНД ВАЛЕРИЯ ХАЛИЛОВА,1197700005920,2019,Действующая,Москва,45280561000,"Москва, Северо-Восточный, Бутырский",45353000000.0,Благотворительные фонды,70401,,71000.0,8000.0,8000.0,,,79000.0,,,,,,,,,,,,,,,,27000.0,,,17000.0,19000.0,8000.0
БЛАГОТВОРИТЕЛЬНЫЙ ФОНД ВЕЛИКОЙ КНЯГИНИ ОЛЬГИ АЛЕКСАНДРОВНЫ,1035000021363,1994,Действующая,Москва,45286565000,"Москва, Центральный, Красносельский",45378000000.0,Благотворительные фонды,70401,,,1060000.0,,,,1060000.0,,,,,,,,,,,,,,,,515000.0,,69000.0,,82000.0,1060000.0
БЛАГОТВОРИТЕЛЬНЫЙ ФОНД ВОЙСК И ОРГАНОВ ПРАВОПОРЯДКА,1197700012355,2019,Действующая,Москва,45283577000,"Москва, Северо-Западный, Строгино",45370000000.0,Благотворительные фонды,70401,,,1000000.0,,,1000000.0,1000000.0,,,,,,,,,,,,,,,,,,,,,
"БЛАГОТВОРИТЕЛЬНЫЙ ФОНД ГИЛЕЛЬ, НО",1057749577456,2005,Действующая,Москва,45286590000,"Москва, Центральный, Хамовники",45383000000.0,Благотворительные фонды,70401,,,10000.0,,,10000.0,10000.0,,,,,,,,,,,,,,,,70000.0,,51000.0,,60000.0,
БЛАГОТВОРИТЕЛЬНЫЙ ФОНД ГЛЕБА ДЖУМАГАЛИЕВА,1197700006261,2019,Действующая,Москва,45296555000,"Москва, Южный, Бирюлево Западное",45912000000.0,Благотворительные фонды,70401,,855000.0,505000.0,1650000.0,,8000.0,1657000.0,,,,,,,,,,6000.0,25000.0,-19000.0,,-19000.0,,4085000.0,1634000.0,669000.0,12000.0,2435000.0,1650000.0
"БЛАГОТВОРИТЕЛЬНЫЙ ФОНД ДЕТЯМ ДОСТОЙНОЕ БУДУЩЕЕ, НКО",1157700004978,2015,Действующая,Москва,45286575000,"Москва, Центральный, Пресненский",45380000000.0,Благотворительные фонды,70401,,,,,,,,,,,,,,,,,,,,,,,,,,,,
БЛАГОТВОРИТЕЛЬНЫЙ ФОНД ДМИТРИЯ КОРОБКОВА,1077799021871,2007,Действующая,Москва,45286560000,"Москва, Центральный, Замоскворечье",45376000000.0,Благотворительные фонды,70401,,,78000.0,107000.0,,1000.0,108000.0,,,,,,,,,,,,,,,,4918000.0,5503000.0,793000.0,,6297000.0,76000.0
БЛАГОТВОРИТЕЛЬНЫЙ ФОНД ДУХОВНОЙ КУЛЬТУРЫ,1037714042992,2003,Действующая,Москва,45277556000,"Москва, Северный, Беговой",45334000000.0,Благотворительные фонды,70401,,,,,,,,,,,,,,,,,,,,,,,,,,,,
БЛАГОТВОРИТЕЛЬНЫЙ ФОНД ЕКАТЕРИНЫ ИНОЗЕМЦЕВОЙ,1187700011938,2018,Действующая,Москва,45263588000,"Москва, Восточный, Соколиная гора",45314000000.0,Благотворительные фонды,70401,,147000.0,1019000.0,-17000.0,10000.0,21000.0,1166000.0,,,,,,,,,,,,,,,,2283000.0,390000.0,475000.0,266000.0,1131000.0,1152000.0
БЛАГОТВОРИТЕЛЬНЫЙ ФОНД ЕЛЕНЫ ОБРАЗЦОВОЙ,1127799000515,2012,Действующая,Москва,45286555000,"Москва, Центральный, Басманный",45375000000.0,Благотворительные фонды,70401,,50631000.0,16186000.0,,,29441000.0,68101000.0,,,,,,,,,,,,,,,,82703000.0,58660000.0,30943000.0,,89603000.0,13439000.0
"БЛАГОТВОРИТЕЛЬНЫЙ ФОНД ЖИЗНЬ, НО",1047796168056,2004,Действующая,Москва,45286570000,"Москва, Центральный, Мещанский",45379000000.0,Благотворительные фонды,70401,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"БЛАГОТВОРИТЕЛЬНЫЙ ФОНД ЗАБОТА О БУДУЩЕМ, НКО",1127799013572,2012,Действующая,Москва,45297565001,"Москва, Новомосковский, Московский, г Московский",45952000000.0,Благотворительные фонды,70401,,41000.0,335000.0,406000.0,,,406000.0,,,,,,,,,,,,,,,,2776000.0,2049000.0,550000.0,116000.0,2749000.0,406000.0
"БЛАГОТВОРИТЕЛЬНЫЙ ФОНД ЗАЩИТЫ СЕМЬИ, МАТЕРИНСТВА И ДЕТСТВА",1037739565786,2002,Действующая,Москва,45290578000,"Москва, Юго-Восточный, Нижегородский",45392000000.0,Благотворительные фонды,70401,,81000.0,149000.0,731000.0,,158000.0,889000.0,,,,,,,,,,,,,,,,278000.0,752000.0,,,786000.0,1175000.0
"БЛАГОТВОРИТЕЛЬНЫЙ ФОНД ЗНАКА ОРДЕНА СВЯТОГО АЛЕКСАНДРА НЕВСКОГО ЗА ТРУДЫ И ОТЕЧЕСТВО, НО НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ",1057749749672,2005,Действующая,Москва,45286565000,"Москва, Центральный, Красносельский",45378000000.0,Благотворительные фонды,70401,,112000.0,132000.0,3317000.0,,13000.0,3330000.0,148000.0,146000.0,2000.0,,,2000.0,,38000.0,,,32000.0,8000.0,,5000.0,5000.0,3465000.0,2598000.0,,,2598000.0,3312000.0
БЛАГОТВОРИТЕЛЬНЫЙ ФОНД ИМ. Г.И. СВИРИДОВА,1167700057029,2016,Действующая,Москва,45286580000,"Москва, Центральный, Таганский",45381000000.0,Благотворительные фонды,70401,,,,,,,,,,,,,,,,,,,,,,,,,,,,
БЛАГОТВОРИТЕЛЬНЫЙ ФОНД ИМ. ДМИТРИЯ ХВОРОСТОВСКОГО,1187700010277,2018,Действующая,Москва,45268569000,"Москва, Западный, Можайский",45321000000.0,Благотворительные фонды,70401,,,2208000.0,2208000.0,,,2208000.0,,,,,,,,,,,,,,,,13983000.0,12315000.0,122000.0,,12437000.0,2208000.0
БЛАГОТВОРИТЕЛЬНЫЙ ФОНД ИМ. МЕЙЕРХОЛЬДА,1027739480614,2001,Действующая,Москва,45286585000,"Москва, Центральный, Тверской",45382000000.0,Благотворительные фонды,70401,,,,,,,,,,,,,,,,,,,,,,,,,,,,
БЛАГОТВОРИТЕЛЬНЫЙ ФОНД ИМЕНИ А. И. БАЛКОНСКОГО,1177700008310,2017,Действующая,Москва,45296571000,"Москва, Южный, Нагатино-Садовники",45918000000.0,Благотворительные фонды,70401,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"БЛАГОТВОРИТЕЛЬНЫЙ ФОНД ИМЕНИ Д. ОЙСТРАХА, НО",1057746156456,2005,Действующая,Москва,45286575000,"Москва, Центральный, Пресненский",45380000000.0,Благотворительные фонды,70401,,158000.0,4000.0,,,660000.0,377000.0,,84000.0,,,,-84000.0,,,,1000.0,45000.0,-128000.0,,-128000.0,,,,,,,
БЛАГОТВОРИТЕЛЬНЫЙ ФОНД ИМЕНИ Е.И. РЕРИХ,1037700099161,1998,Действующая,Москва,45268581000,"Москва, Западный, Проспект Вернадского",45324000000.0,Благотворительные фонды,70401,,1875000.0,436000.0,1200000.0,,1354000.0,2554000.0,,,,,,,,,,,,,,,,1738000.0,681000.0,714000.0,,1449000.0,1079000.0
БЛАГОТВОРИТЕЛЬНЫЙ ФОНД ИМЕНИ ЕЛЕНЫ МУХИНОЙ,1077799005811,2007,Действующая,Москва,45263567000,"Москва, Восточный, Ивановское",45306000000.0,Благотворительные фонды,70401,,,,-195000.0,,,,,,,,,,,,,,,,,,,,,,,,
БЛАГОТВОРИТЕЛЬНЫЙ ФОНД ИМЕНИ И. С. ТУРГЕНЕВА,1177700005856,2017,Действующая,Москва,45268577000,"Москва, Западный, Ново-Переделкино",45322000000.0,Благотворительные фонды,70401,,1184000.0,237000.0,10000.0,,1227000.0,1599000.0,,,,,,,,,,,,,,,,1267000.0,918000.0,,,918000.0,348000.0
"БЛАГОТВОРИТЕЛЬНЫЙ ФОНД ИМЕНИ НАДЕЖДЫ БРЕЖНЕВОЙ (НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ, ФОНД",1037702010312,2003,Действующая,Москва,45296561000,"Москва, Южный, Донской",45915000000.0,Благотворительные фонды,70401,,26000.0,52000.0,70000.0,,8000.0,78000.0,,,,,,,,,,,,,,,,500000.0,914000.0,206000.0,,1120000.0,70000.0
БЛАГОТВОРИТЕЛЬНЫЙ ФОНД ИМЕНИ П.М. ТРЕТЬЯКОВА,1067799033180,2006,Действующая,Москва,45286596000,"Москва, Центральный, Якиманка",45384000000.0,Благотворительные фонды,70401,,608000.0,301000.0,,,316000.0,910000.0,1992000.0,1104000.0,,,,888000.0,,,,,71000.0,817000.0,99000.0,718000.0,,6250000.0,3508000.0,,,6155000.0,95000.0
