Наименование,Регистрационный номер,Год_регистрации,Статус,Регион регистрации,Код ОКАТО,Наименование ОКАТО,Код ОКТМО,Организационно-правовая форма,Код ОКОПФ,"2019, Среднесписочная численность работников","2019, Дебиторская задолженность, RUB","2019, Денежные средства и денежные эквиваленты, RUB","2019, Капитал и резервы, RUB","2019, Заёмные средства (краткосрочные), RUB","2019, Кредиторская задолженность, RUB","2019, Пассивы всего, RUB","2019, Выручка, RUB","2019, Себестоимость продаж, RUB","2019, Валовая прибыль (убыток), RUB","2019, Коммерческие расходы, RUB","2019, Управленческие расходы, RUB","2019, Прибыль (убыток) от продажи, RUB","2019, Доходы от участия в других организациях, RUB","2019, Проценты к получению, RUB","2019, Проценты к уплате, RUB","2019, Прочие доходы, RUB","2019, Прочие расходы, RUB","2019, Прибыль (убыток) до налогообложения , RUB","2019, Текущий налог на прибыль, RUB","2019, Чистая прибыль (убыток), RUB","2019, Прибыль от приносящей доход деятельности, RUB","2019, Всего поступило средств, RUB","2019, Расходы на целевые мероприятия, RUB","2019, Расходы на содержание аппарата управления, RUB","2019, Приобретение основных средств, инвентаря и иного имущества, RUB","2019, Всего использовано средств, RUB","2019, Остаток средств на конец отчетного года, RUB"
"ТЕПЛЫЙ СТАН, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1027739787976,1995,Действующая,Москва,45293586000,"Москва, Юго-Западный, Теплый Стан",45907000000.0,Благотворительные фонды,70401,,,,,,,,,,,,216000.0,-216000.0,,,,82000.0,6000.0,-140000.0,,-140000.0,,,,,,,
"ТЕРЕВИНФ, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1027739856418,2000,Действующая,Москва,45296590000,"Москва, Южный, Царицыно",45923000000.0,Благотворительные фонды,70401,,2192000.0,7000.0,1885000.0,,375000.0,2634000.0,1620000.0,3672000.0,,,,-2052000.0,,,,550000.0,2840000.0,-4342000.0,79000.0,-4421000.0,,440000.0,440000.0,,,440000.0,
"ТЕРЕЗА, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1037739728620,1998,Действующая,Москва,45286560000,"Москва, Центральный, Замоскворечье",45376000000.0,Благотворительные фонды,70401,,,1037000.0,,,579000.0,35952000.0,1758000.0,537000.0,,,,1221000.0,,,,8000.0,40000.0,1189000.0,152000.0,1037000.0,1036000.0,1255000.0,3416000.0,1000.0,,3417000.0,35372000.0
"ТЕРЕШКОВОЙ, ФОНД",1027700124374,1996,Действующая,Москва,45277553000,"Москва, Северный, Аэропорт",45333000000.0,Благотворительные фонды,70401,,5485000.0,200000.0,31694000.0,,91000.0,51385000.0,,,,,,,,838000.0,,,,838000.0,,838000.0,,,,,,,
"ТИ, БФ ЕВГЕНИЯ МИРОНОВА",1127799023087,2002,Действующая,Москва,45280569000,"Москва, Северо-Восточный, Марьина роща",45357000000.0,Благотворительные фонды,70401,,1344000.0,35473000.0,35999000.0,,2086000.0,38223000.0,23317000.0,16314000.0,7003000.0,,,7003000.0,,,,86000.0,1316000.0,5773000.0,-1161000.0,4612000.0,4612000.0,128602000.0,117180000.0,26392000.0,,144174000.0,35274000.0
"ТИГРУС, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1187700009177,2018,Действующая,Москва,45277565000,"Москва, Северный, Войковский",45336000000.0,Благотворительные фонды,70401,,10000.0,167000.0,63000.0,,13000.0,177000.0,,,,,,,,,,,,,,,,8899000.0,7324000.0,1145000.0,580000.0,9128000.0,53000.0
"ТИМУР И ЕГО КОМАНДА, БФ",1137799014396,2013,Действующая,Москва,45286596000,"Москва, Центральный, Якиманка",45384000000.0,Благотворительные фонды,70401,,,,,,3000.0,3000.0,,,,,,,,,,,,,,,,,,,,,
"ТИМЧЕНКО, ФОНД",1107799035563,2010,Действующая,Москва,45286590000,"Москва, Центральный, Хамовники",45383000000.0,Благотворительные фонды,70401,,113078000.0,50458000.0,164346000.0,,10581000.0,178363000.0,,,,,,,,,,,,,,,973000.0,836455000.0,987948000.0,80554000.0,1203000.0,1077387000.0,150591000.0
"ТОЛЬКО ЖИВИ, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1187700012609,2018,Действующая,Москва,45286575000,"Москва, Центральный, Пресненский",45380000000.0,Благотворительные фонды,70401,,,42737000.0,42714000.0,,67000.0,42781000.0,,,,,,,,,,,,,,,,,51656000.0,5483000.0,,57165000.0,42714000.0
"ТОЧКА ОПОРЫ, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1177700023390,2017,Действующая,Москва,45272576000,"Москва, Зеленоградский, Старое Крюково",45927000000.0,Благотворительные фонды,70401,,571000.0,22000.0,-312000.0,905000.0,,593000.0,,,,,,,,,,,,,,,,,,312000.0,,312000.0,-312000.0
"ТРАДИЦИИ, БФ",1167700059670,2016,Действующая,Москва,45290564000,"Москва, Юго-Восточный, Лефортово",45388000000.0,Благотворительные фонды,70401,,13000.0,819000.0,,,,832000.0,,,,,,,,,,,,,,,,8305000.0,6610000.0,941000.0,,7570000.0,832000.0
"ТРАНССОЮЗ, БФ",1097799022727,2009,Действующая,Москва,45286565000,"Москва, Центральный, Красносельский",45378000000.0,Благотворительные фонды,70401,,23263000.0,20898000.0,1532383000.0,,64499000.0,1598811000.0,,,,,,,,106730000.0,,933992000.0,655670000.0,385052000.0,,328633000.0,328633000.0,466630000.0,109324000.0,30900000.0,,140224000.0,1531963000.0
"ТРЕНДЫ И ТРАДИЦИИ, ФОНД",1167700059988,2016,Действующая,Москва,45277574000,"Москва, Северный, Дмитровский",45339000000.0,Благотворительные фонды,70401,,740000.0,,231000.0,,152000.0,1349000.0,5000.0,6000.0,,,,-1000.0,,,,,10000.0,-11000.0,1000.0,-12000.0,,,,,,,
"ТЫ И Я, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1167700050000,2016,Действующая,Москва,45297565101,"Москва, Новомосковский, Московский, д Говорово",45952000000.0,Благотворительные фонды,70401,,,,-22000.0,,,,,,,,,,,,,,,,,,,,,,,,
"ТЫ СУПЕР!, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1177700013920,2017,Действующая,Москва,45280572000,"Москва, Северо-Восточный, Останкинский",45358000000.0,Благотворительные фонды,70401,,59650000.0,1668000.0,74828000.0,,1000.0,74829000.0,,,,,,,,,,,,,,,,115704000.0,40470000.0,342000.0,,40913000.0,74828000.0
"УМА, ФОНД ПОДДЕРЖКИ МОЛОДЫХ УЧЕНЫХ",1117799018281,2011,Действующая,Москва,45280561000,"Москва, Северо-Восточный, Бутырский",45353000000.0,Фонды,70400,,,3000.0,71000.0,,3000.0,74000.0,,,,,,,,,,,15000.0,-15000.0,,-15000.0,,,,,,15000.0,
"УМФ КОНТРАКТ У, НК",1037739154914,1999,Действующая,Москва,45263564000,"Москва, Восточный, Гольяново",45305000000.0,Общественные фонды,70403,,33000.0,,33000.0,,,33000.0,29000.0,9000.0,,,,20000.0,,,,,20000.0,,,,,,,,,,
"УРАЛЬСКИЕ СУВОРОВЦЫ, ФОНД",1127799001880,2012,Действующая,Москва,45263583000,"Москва, Восточный, Перово",45312000000.0,Благотворительные фонды,70401,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"УСАТЫЙ НЯНЬ, БФ",1187700023830,2018,Действующая,Москва,45286560000,"Москва, Центральный, Замоскворечье",45376000000.0,Благотворительные фонды,70401,,,7000.0,7000.0,,,7000.0,,,,,,,,,,,,,,,,11000.0,,4000.0,,4000.0,7000.0
"УТОЛИ МОЯ ПЕЧАЛИ, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1117799007226,2011,Действующая,Москва,45283582000,"Москва, Северо-Западный, Хорошево-Мневники",45371000000.0,Благотворительные фонды,70401,,,213000.0,571000.0,,4000.0,575000.0,,,,,,,,,,,,,,,,17648000.0,17237000.0,78000.0,,17435000.0,213000.0
"УЧАСТИЕ, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1027739758727,1993,Действующая,Москва,45268592000,"Москва, Западный, Тропарево-Никулино",45327000000.0,Благотворительные фонды,70401,,20000.0,29000.0,-107000.0,,65000.0,49000.0,,,,,,,,,,,,,,,,2688000.0,1340000.0,1415000.0,,2755000.0,-28000.0
"Ф.Й. ГААЗА, БФ ИМ.",1077799009441,2007,Действующая,Москва,45293558000,"Москва, Юго-Западный, Гагаринский",45398000000.0,Благотворительные фонды,70401,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ФАВОР, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД ВДОВЫХ",1137799018917,2013,Действующая,Москва,45293574000,"Москва, Юго-Западный, Ломоносовский",45904000000.0,Благотворительные фонды,70401,,,,-60000.0,60000.0,,,,,,,,,,,,,10000.0,-10000.0,,-10000.0,,,,,,,
"ФОНД СОДЕЙСТВИЯ РАЗВИТИЮ ЭКОНОМИЧЕСКОГО ОБРАЗОВАНИЯ В УНИВЕРСИТЕТЕ ДРУЖБЫ НАРОДОВ, НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ",1027700179495,2002,Действующая,Москва,45293578000,"Москва, Юго-Западный, Обручевский",45905000000.0,Общественные фонды,70403,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ФАУНИКА, БФ",1187700021343,2018,Действующая,Москва,45286552000,"Москва, Центральный, Арбат",45374000000.0,Благотворительные фонды,70401,,26000.0,2000.0,17000.0,,12000.0,29000.0,,,,,,,,,,,,,,,,60000.0,,,,53000.0,7000.0
"ФВЖБ, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1037700052191,2000,Действующая,Москва,45286565000,"Москва, Центральный, Красносельский",45378000000.0,Благотворительные фонды,70401,,215000.0,1000.0,196000.0,,43000.0,239000.0,1649000.0,1522000.0,,,,127000.0,,,,,79000.0,48000.0,,48000.0,,,,,,,
ФВРТ,1037739468821,1996,Действующая,Москва,45286570000,"Москва, Центральный, Мещанский",45379000000.0,Общественные фонды,70403,,696000.0,,545000.0,,,696000.0,,6000.0,,,,-6000.0,,,,,,-6000.0,,-6000.0,,,,,,,
ФЕБК,1037725006395,2003,Действующая,Москва,45296559000,"Москва, Южный, Даниловский",45914000000.0,Благотворительные фонды,70401,,7000.0,788000.0,870000.0,,,870000.0,,,,,,,,,,,,,,,,13938000.0,11134000.0,2539000.0,,13681000.0,795000.0
ФЕДЕРАЛЬНЫЙ ФОНД ПО ЗАЩИТЕ ПРАВ ВКЛАДЧИКОВ И АКЦИОНЕРОВ,1027739737728,1996,Действующая,Москва,45263570000,"Москва, Восточный, Измайлово",45307000000.0,Общественные фонды,70403,,1253000.0,7668000.0,1253192000.0,,6911000.0,1263345000.0,,,,,,,1439000.0,100185000.0,,624633000.0,564746000.0,161511000.0,-13947000.0,144248000.0,144248000.0,144329000.0,-60184000.0,-73141000.0,-516000.0,-133858000.0,1253192000.0
"ФЕНИКС, БФ",1037703022070,2002,Действующая,Москва,45286575000,"Москва, Центральный, Пресненский",45380000000.0,Благотворительные фонды,70401,,43000.0,3505000.0,3548000.0,,,3548000.0,,,,,,,,,,,,,,,,40341000.0,48991000.0,3995000.0,,55613000.0,3548000.0
"ФЕНИКС, КПФ",1127799018687,2012,Действующая,Москва,45286560000,"Москва, Центральный, Замоскворечье",45376000000.0,Общественные фонды,70403,,141000.0,459000.0,912000.0,,,13199000.0,,,,,1000.0,-1000.0,,,,,27000.0,-28000.0,,-28000.0,,,,,,,
"ФЕНИКС, МЕЖДУНАРОДНЫЙ ФОНД",1037704015601,2003,Действующая,Москва,45277589000,"Москва, Северный, Сокол",45345000000.0,Благотворительные фонды,70401,,,4000.0,,,,4000.0,,,,,,,,,,,,,,,,1525000.0,,1515000.0,,1521000.0,4000.0
"ФЕНИКС-9, ФСПВ",1127799018621,2012,Действующая,Москва,45286590000,"Москва, Центральный, Хамовники",45383000000.0,Общественные фонды,70403,,885000.0,114000.0,,,1624000.0,999000.0,,,,,,,,,,,,,,,,18599000.0,17505000.0,3782000.0,78000.0,21365000.0,-625000.0
"ФИЗИКА, БФ",1137799010194,2013,Действующая,Москва,45290568000,"Москва, Юго-Восточный, Люблино",45389000000.0,Благотворительные фонды,70401,,,2301000.0,,,,2301000.0,,,,,,,,,,,,,,,,,509000.0,18000.0,,603000.0,2301000.0
"ФИНАНСОВЫЕ ДОЛЖНИКИ, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД СОЦИАЛЬНОЙ И ИНОЙ ПОДДЕРЖКИ И ЗАЩИТЫ ГРАЖДАН",1177700003392,2017,Действующая,Москва,45263583000,"Москва, Восточный, Перово",45312000000.0,Благотворительные фонды,70401,,211000.0,19000.0,-949000.0,1053000.0,51000.0,549000.0,,,,,477000.0,-477000.0,,,,,27000.0,-504000.0,,-504000.0,,,,,,,
"ФИНКАД, НО БФ",1027739444590,2002,Действующая,Москва,45263591000,"Москва, Восточный, Сокольники",45315000000.0,Благотворительные фонды,70401,,,6062000.0,492000.0,,33000.0,6062000.0,,,,,,,,,,167000.0,,167000.0,-33000.0,134000.0,,,4526000.0,866000.0,,5392000.0,5537000.0
ФИП,1037739401974,1997,Действующая,Москва,45277553000,"Москва, Северный, Аэропорт",45333000000.0,Общественные фонды,70403,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ФИФ, ФОНД",1167700059746,2016,Действующая,Москва,45286580000,"Москва, Центральный, Таганский",45381000000.0,Благотворительные фонды,70401,,29000.0,17000.0,46000.0,,,46000.0,,,,,,,,,,,,,,,,79000.0,,39000.0,,54000.0,46000.0
ФКР,1077799012830,2007,Действующая,Москва,45293554000,"Москва, Юго-Западный, Академический",45397000000.0,Общественные фонды,70403,,,10000.0,10000.0,,,10000.0,,,,,,,,,,,,,,,,,,,,,
ФМРТ,1117799023110,2011,Действующая,Москва,45277565000,"Москва, Северный, Войковский",45336000000.0,Общественные фонды,70403,,1326000.0,408000.0,819000.0,,67000.0,1949000.0,,,,,,,,,,,,,,,,203000.0,706000.0,135000.0,,841000.0,819000.0
"ФОН МЕКК, ФОНД",1197700006822,2019,Действующая,Москва,45283559000,"Москва, Северо-Западный, Митино",45367000000.0,Благотворительные фонды,70401,,,9000.0,9000.0,,,9000.0,,,,,,,,,,,,,,,,10000.0,,1000.0,,1000.0,9000.0
ФОНД БАЙБАКОВА,1037739490910,1996,Действующая,Москва,45293558000,"Москва, Юго-Западный, Гагаринский",45398000000.0,Общественные фонды,70403,,119000.0,2000.0,48000.0,532000.0,808000.0,1388000.0,,,,,,,,,,,,,,,,15000.0,,,,15000.0,
"ФОНД БОРЬБЫ С ЛЕЙКЕМИЕЙ, БФ",1147799009863,2014,Действующая,Москва,45286552000,"Москва, Центральный, Арбат",45374000000.0,Благотворительные фонды,70401,,302000.0,8718000.0,6902000.0,,2955000.0,9857000.0,,,,,,,,86000.0,,348000.0,,434000.0,,421000.0,421000.0,68260000.0,54925000.0,6821000.0,147000.0,62197000.0,6422000.0
ФОНД БУМЕРАНГ,1037700009214,1994,Действующая,Москва,45268592000,"Москва, Западный, Тропарево-Никулино",45327000000.0,Благотворительные фонды,70401,,11000.0,26000.0,-1000.0,,,37000.0,,,,,,,,,,,,,,,,,,,,,
ФОНД В.СПИВАКОВА,1037739449186,1994,Действующая,Москва,45286575000,"Москва, Центральный, Пресненский",45380000000.0,Благотворительные фонды,70401,,16483000.0,14158000.0,16696000.0,,20137000.0,36833000.0,4152000.0,,4152000.0,,2439000.0,1713000.0,,,,12000.0,37000.0,1688000.0,-184000.0,1504000.0,1504000.0,19478000.0,14198000.0,6043000.0,246000.0,20691000.0,10709000.0
"ФОНД ВАЛЕНТИНА СЕРОВА, РОФ",1027746001029,2002,Действующая,Москва,45286552000,"Москва, Центральный, Арбат",45374000000.0,Общественные фонды,70403,,10358000.0,477000.0,4646000.0,,160000.0,18631000.0,286000.0,90000.0,,,,196000.0,,,,,195000.0,1000.0,5000.0,-4000.0,,3897000.0,,4003000.0,,4003000.0,13802000.0
"ФОНД ВАЛЕРИЯ ГЕРГИЕВА, НО БФ",1037709007038,2003,Действующая,Москва,45286570000,"Москва, Центральный, Мещанский",45379000000.0,Благотворительные фонды,70401,,2404386000.0,2831994000.0,6345885000.0,,117936000.0,6626037000.0,208623000.0,6427000.0,202196000.0,,,202196000.0,,21777000.0,,244149000.0,155653000.0,312469000.0,,269876000.0,269876000.0,1455395000.0,461008000.0,50229000.0,16729000.0,621696000.0,5878155000.0
ФОНД ВЕТЕРАНОВ ЖУРНАЛИСТИКИ,1027704009244,2002,Действующая,Москва,45286590000,"Москва, Центральный, Хамовники",45383000000.0,Благотворительные фонды,70401,,,5000.0,5000.0,,,5000.0,,,,,,,,,,,,,,,,,,,,,
"ФОНД ВЕТЕРАНОВ СТРОИТЕЛЕЙ МОСКВЫ, БФ",1027739741897,2000,Действующая,Москва,45286552000,"Москва, Центральный, Арбат",45374000000.0,Благотворительные фонды,70401,,104000.0,5574000.0,6565000.0,,13000.0,6578000.0,,,,,,,,,,,,,,,,11456000.0,7823000.0,4092000.0,,14306000.0,6565000.0
"ФОНД ВЛАДИМИРА ФЕДОСЕЕВА, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1037739054297,1997,Действующая,Москва,45286560000,"Москва, Центральный, Замоскворечье",45376000000.0,Благотворительные фонды,70401,,6691000.0,7777000.0,13624000.0,,321000.0,14468000.0,1626000.0,1534000.0,92000.0,,,92000.0,,,,67000.0,872000.0,-713000.0,,-713000.0,,33970000.0,17969000.0,3675000.0,1000.0,22369000.0,13624000.0
"ФОНД ВОЗРОЖДЕНИЯ СТАРИЦКОГО СВЯТО-УСПЕНСКОГО МОНАСТЫРЯ, БФ",1027700327313,2001,Действующая,Москва,45286580000,"Москва, Центральный, Таганский",45381000000.0,Благотворительные фонды,70401,,117000.0,1812000.0,1918000.0,,11000.0,1929000.0,,,,,,,,,,,,,,,,32310000.0,28408000.0,2149000.0,,30557000.0,1918000.0
"ФОНД ВОССОЗДАНИЯ МОСКОВСКОЙ ХОРАЛЬНОЙ СИНАГОГИ, НЕКОММЕРЧЕСКИЙ БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1027739574213,2001,Действующая,Москва,45286555000,"Москва, Центральный, Басманный",45375000000.0,Благотворительные фонды,70401,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ФОНД ВСЕХ СВЯТЫХ, НО",1047796430318,2004,Действующая,Москва,45296573000,"Москва, Южный, Нагатинский затон",45919000000.0,Благотворительные фонды,70401,,19516000.0,145000.0,,,269000.0,19327000.0,,,,,,,,,,,,,,,,,,,,,
"ФОНД ГАРРИ БАРДИНА, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1057748091390,2005,Действующая,Москва,45263581000,"Москва, Восточный, Метрогородок",45311000000.0,Благотворительные фонды,70401,,,2604000.0,2604000.0,,,2604000.0,,,,,,,,,,,,,,,,4568000.0,,2265000.0,,2265000.0,2604000.0
ФОНД ДМИТРИЯ НОСОВА,1117799015080,2011,Действующая,Москва,45286585000,"Москва, Центральный, Тверской",45382000000.0,Благотворительные фонды,70401,,6993000.0,488000.0,,,5072000.0,7481000.0,,,,,,,,,,,,,,,,6540000.0,,6052000.0,,6052000.0,-5013000.0
"ФОНД ДРУЗЕЙ ВТОРОЙ ШКОЛЫ, БЛАГОТВОРИТЕЛЬНАЯ ОРГАНИЗАЦИЯ",1037736011147,2001,Действующая,Москва,45293558000,"Москва, Юго-Западный, Гагаринский",45398000000.0,Благотворительные фонды,70401,,970000.0,4212000.0,5118000.0,,64000.0,5182000.0,3625000.0,3016000.0,609000.0,,,609000.0,,,,,53000.0,556000.0,-109000.0,447000.0,448000.0,11573000.0,-10968000.0,-354000.0,,-11373000.0,5118000.0
"ФОНД ЗАСЛУЖЕННОГО ТРЕНЕРА СССР ПО АКАДЕМИЧЕСКОЙ ГРЕБЛЕ ЗАХАРОВОЙ ТАМАРЫ ДМИТРИЕВНЫ, НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1037733032534,2003,Действующая,Москва,45283593000,"Москва, Северо-Западный, Южное Тушино",45373000000.0,Благотворительные фонды,70401,,,10000.0,10000.0,,,10000.0,,,,,,,,,,,,,,,,,,,,,
"ФОНД ЗАЩИТЫ ПРИРОДЫ, РЕГИОНАЛЬНЫЙ ОБЩЕСТВЕННЫЙ ФОНД",1147799013878,2014,Действующая,Москва,45283587000,"Москва, Северо-Западный, Щукино",45372000000.0,Общественные фонды,70403,,,10000.0,10000.0,,,10000.0,,,,,,,,,,,,,,,,,,,,,
"ФОНД ИМ.ВЫГОТСКОГО Л.С., НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ",1047709057978,1999,Действующая,Москва,45286580000,"Москва, Центральный, Таганский",45381000000.0,Фонды,70400,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ФОНД ИМЕНИ АЛЕКСАНДРОВА,1177700003030,2017,Действующая,Москва,45277598000,"Москва, Северный, Хорошевский",45348000000.0,Благотворительные фонды,70401,,,135000.0,7132000.0,,450000.0,16409000.0,,,,39000.0,,-39000.0,,,,903000.0,75000.0,789000.0,,789000.0,903046000.0,5962406000.0,7752770000.0,5446793000.0,,13199563000.0,8826705000.0
"ФОНД ИМЕНИ ГАЛИНЫ ВАСИЛЬЕВНЫ СТАРОВОЙТОВОЙ, РОФ",1037746000170,2003,Действующая,Москва,45286585000,"Москва, Центральный, Тверской",45382000000.0,Общественные фонды,70403,,,16000.0,,8000.0,8000.0,16000.0,18000.0,,18000.0,,18000.0,,,,,,,,,,17000.0,379000.0,,368000.0,,368000.0,16000.0
"ФОНД ИМЕНИ МИХАИЛА АБРАМОВА, БФ",1067799025249,2006,Действующая,Москва,45286580000,"Москва, Центральный, Таганский",45381000000.0,Благотворительные фонды,70401,,11272000.0,1964000.0,27505000.0,,616000.0,49777000.0,1383000.0,469000.0,914000.0,23000.0,,891000.0,,,,221000.0,19000.0,1093000.0,,1042000.0,946000.0,54099000.0,17294000.0,32815000.0,53000.0,52353000.0,2068000.0
"ФОНД МИХАИЛА РУДЯКА, НО",1087799004248,2008,Действующая,Москва,45286555000,"Москва, Центральный, Басманный",45375000000.0,Благотворительные фонды,70401,,11000.0,892000.0,832000.0,,,903000.0,,,,,,,,,,,,,,,,17340000.0,14467000.0,3371000.0,,17838000.0,832000.0
"ФОНД ОЛИМПИЙСКИХ ПРОГРАММ, РЕГИОНАЛЬНЫЙ БЛАГОТВОРИТЕЛЬНЫЙ ОБЩЕСТВЕННЫЙ ФОНД",1027700430340,1998,Действующая,Москва,45286590000,"Москва, Центральный, Хамовники",45383000000.0,Общественные фонды,70403,,1900000.0,287000.0,-45902000.0,6350000.0,4688000.0,4794000.0,1000000.0,,1000000.0,,850000.0,150000.0,,,,,394000.0,-244000.0,-14000.0,-258000.0,,,,,,,-7246000.0
ФОНД ОЛЬГИ И КЛАВДИИ,1157700003515,2015,Действующая,Москва,45268595000,"Москва, Западный, Филевский парк",45328000000.0,Благотворительные фонды,70401,,1461000.0,403000.0,,,1068000.0,1864000.0,,,,,,,,,,,,,,,,1150000.0,700000.0,282000.0,,982000.0,232000.0
"ФОНД П.ЮРГЕНСОНА (НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ), БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1027739540212,1998,Действующая,Москва,45286575000,"Москва, Центральный, Пресненский",45380000000.0,Благотворительные фонды,70401,,,,,,,,,,,,,,,,,,,,,,,369000.0,189000.0,177000.0,,366000.0,3000.0
"ФОНД ПОДДЕРЖКИ АВТОСПОРТА, НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1027739051230,2000,Действующая,Москва,45286575000,"Москва, Центральный, Пресненский",45380000000.0,Благотворительные фонды,70401,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ФОНД ПОДДЕРЖКИ ОЛИМПИЙЦЕВ РОССИИ, НБО",1057747594772,2005,Действующая,Москва,45286585000,"Москва, Центральный, Тверской",45382000000.0,Благотворительные фонды,70401,,266349000.0,1293007000.0,1556090000.0,,2750000.0,1562407000.0,,,,,,,,25998000.0,,,,25998000.0,,20741000.0,20742000.0,1147542000.0,231566000.0,50780000.0,195000.0,282999000.0,1553077000.0
"ФОНД ПОДДЕРЖКИ СЛЕПОГЛУХИХ СО-ЕДИНЕНИЕ, БФ",1147799007707,2014,Действующая,Москва,45277571000,"Москва, Северный, Головинский",45338000000.0,Благотворительные фонды,70401,,8575000.0,34272000.0,135768000.0,,310000.0,136078000.0,170000.0,57000.0,113000.0,,,113000.0,,1003000.0,,110000.0,354000.0,872000.0,-38000.0,834000.0,834000.0,216341000.0,219314000.0,18492000.0,6498000.0,244709000.0,59721000.0
"ФОНД ПОДДЕРЖКИ СТРОИТЕЛЬСТВА И РАЗВИТИЯ ХРАМОВ, БФ",1077799015491,2007,Действующая,Москва,45286580000,"Москва, Центральный, Таганский",45381000000.0,Благотворительные фонды,70401,,,8104000.0,8057000.0,,48000.0,8104000.0,,,,,,,,,,,,,,,,17000000.0,,8054000.0,1032000.0,9109000.0,8057000.0
"ФОНД ПОДДЕРЖКИ УЧАСТНИКОВ И ВЕТЕРАНОВ СЛУЖБЫ СПЕЦИАЛЬНЫХ ОПЕРАЦИЙ ОРГАНОВ ГОСУДАРСТВЕННОЙ БЕЗОПАСНОСТИ, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1067799031410,2006,Действующая,Москва,45290594000,"Москва, Юго-Восточный, Южнопортовый",45396000000.0,Благотворительные фонды,70401,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ФОНД ПОДЕЛИСЬ ТЕПЛОМ, НО",1077799005900,2007,Действующая,Москва,45263591000,"Москва, Восточный, Сокольники",45315000000.0,Благотворительные фонды,70401,,57000.0,408000.0,,,,505000.0,,,,,,,,,,,,,,,,5529000.0,5083000.0,458000.0,,5713000.0,505000.0
ФОНД ПОМОЩИ ЗАКЛЮЧЕННЫМ,1037739089354,2001,Действующая,Москва,45286575000,"Москва, Центральный, Пресненский",45380000000.0,Благотворительные фонды,70401,,,2427000.0,2427000.0,,,2427000.0,,,,,,,,,,,,,,,,12069000.0,11244000.0,,,11244000.0,2427000.0
ФОНД РАЗВИТИЯ МГЮА,1087799009330,2008,Действующая,Москва,45286575000,"Москва, Центральный, Пресненский",45380000000.0,Общественные фонды,70403,,28000.0,232000.0,260000.0,,,260000.0,667000.0,,667000.0,,528000.0,139000.0,,,,,,139000.0,-53000.0,86000.0,,150000.0,,33000.0,,33000.0,152000.0
"ФОНД РУСЕ, НО",1037732002494,2003,Действующая,Москва,45268577000,"Москва, Западный, Ново-Переделкино",45322000000.0,Благотворительные фонды,70401,,10000.0,,10000.0,,,10000.0,,,,,,,,,,,,,,,,,,,,,
"ФОНД СОВРЕМЕННОЙ ИСТОРИИ, НО",1087799028790,2008,Действующая,Москва,45286575000,"Москва, Центральный, Пресненский",45380000000.0,Общественные фонды,70403,,464000.0,149000.0,48825000.0,,12000.0,48861000.0,,,,,,,,,,,,,,,,2123000.0,751000.0,573000.0,,1343000.0,588000.0
"ФОНД СОДЕЙСТВИЯ В ЛИКВИДАЦИИ ИСТОЧНИКОВ НАКОПЛЕННОГО ЭКОЛОГИЧЕСКОГО ВРЕДА, БФ",1197700010122,2019,Действующая,Москва,45277586000,"Москва, Северный, Савеловский",45344000000.0,Благотворительные фонды,70401,,,9000.0,,,,19000.0,,,,,,,,,,,,,,,,,,,,,
